Date,Name,Address,City,State,Zip,Purpose,Amount
2022-03-08,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,4438.17
2022-03-09,HMB Strategies,3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-03-09,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,16.28
2022-03-09,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,38.26
2022-03-12,United States Treasury,Internal Revenue Service Center,Ogden,UT,84201,income taxes,3743.00
2022-03-15,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,5630.70
2022-03-22,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,4234.18
2022-03-22,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,133.74
2022-03-23,"Aristotle International, Inc.","205 Pennsylvania Avenue, S.E.",Washington,DC,20003,software,2550.00
2022-03-23,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,4293.20
2022-03-23,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,200.73
2022-03-23,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,226.57
2022-03-23,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,50000.00
2022-03-23,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,office expense/equipment,8430.35
2022-03-23,Deep Root Analytics LLC,"3100 Clarendon Blvd., #900",Arlington,VA,22201,research,26000.00
2022-03-24,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,2442.63
2022-03-29,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,276.98
2022-03-30,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,11435.78
2022-04-01,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,6202.87
2022-04-05,Deep Root Analytics LLC,"3100 Clarendon Blvd., #900",Arlington,VA,22201,research,11667.00
2022-04-05,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,6115.25
2022-04-05,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,189.40
2022-04-05,"California Parking Company, Inc.",P. O. Box 2882,San Francisco,CA,94126,parking,915.00
2022-04-05,Staples Business Credit,P. O. Box 1050638,Atlanta,GA,30348,office supplies,822.38
2022-04-05,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-04-05,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting,2000.00
2022-04-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,12948.22
2022-04-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital consulting,3084.00
2022-04-05,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,283.14
2022-04-05,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,10832.70
2022-04-06,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,2851.50
2022-04-07,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,176.60
2022-04-11,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,4699.00
2022-04-12,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,276.99
2022-04-13,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,350.30
2022-04-13,HMB Strategies,3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-04-13,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,150000.00
2022-04-15,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,101.05
2022-04-15,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32301,reimbursement,97.74
2022-04-15,"Our Brothers, Inc.","230 California Street, #201",San Francisco,CA,94111,media license,7500.00
2022-04-19,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,4453.55
2022-04-26,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,593.87
2022-04-26,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,7689.80
2022-05-04,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,41721.50
2022-05-02,"FBM, Inc.","955 Vegas Valley Drive, #A",Las Vegas,NV,89109,fundraising consulting,31235.00
2022-05-02,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,25000.00
2022-05-02,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,17303.88
2022-05-02,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,29480.74
2022-05-02,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,1539.00
2022-05-02,HMB Strategies,3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising expense/delivery,1522.85
2022-05-02,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,1350.00
2022-05-02,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,83.49
2022-05-03,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,337.51
2022-05-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital consulting,4158.65
2022-05-05,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,16366.90
2022-05-05,"Aristotle International, Inc.",P. O. Box 716045,Philadelphia,PA,19171,software,2550.00
2022-05-05,Dragonfly Portrait Design,5100 Portraits Place,Las Vegas,NV,89149,photography,500.00
2022-05-05,"Dana Goodson Photography, LLC",1639 White Owl Road,Fleming Island,FL,32003,photography,900.00
2022-05-05,Hueter & Associates,P. O. Box 8533,Emeryville,CA,94662,fundraising consulting,10000.00
2022-05-05,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,2656.55
2022-05-05,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-05-06,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting/expenses,6880.85
2022-05-10,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,9782.70
2022-05-10,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,163.30
2022-05-12,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,425000.00
2022-05-12,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,3397.70
2022-05-12,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,777.42
2022-05-12,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,2790.00
2022-05-12,Staples Business Credit,P. O. Box 1050638,Atlanta,GA,30348,office supplies,109.34
2022-05-12,Carolyn Allen Photography,406 Talaflo Street,Tallahassee,FL,32308,photography,750.00
2022-05-12,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-05-12,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,reimbursement,169.11
2022-05-12,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,1151.46
2022-05-17,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,11605.90
2022-05-23,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,12510.00
2022-05-23,Ron DeSantis Campaign Account,"301 W. Platt Street, #345",Tampa,FL,33606,database services,-116223.00
2022-05-23,Deep Root Analytics LLC,"3100 Clarendon Blvd., #900",Arlington,VA,22201,research,11667.00
2022-05-23,"High Energy Auction Company, Inc.",305 Bonnieview Road,Fernandina Beach,FL,32034,fundraising expense,2000.00
2022-05-23,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3673.92
2022-05-23,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,400.98
2022-05-23,Alexandra Valdes,"645 W. Pensacola St., #16",Tallahassee,FL,32304,travel,245.14
2022-05-25,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,2000000.00
2022-05-25,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,11202.22
2022-05-27,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,office & fundraising expenses,3993.75
2022-06-01,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,7576.15
2022-06-02,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,231163.02
2022-06-02,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital consulting,4045.72
2022-06-02,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,travel,11398.79
2022-06-07,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,2523.85
2022-06-08,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,3141.20
2022-06-09,TAG LLC,P. O. Box 1243,Alexandria,VA,22313,media expense,50000.00
2022-06-09,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,7500.00
2022-06-09,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,138.72
2022-06-10,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,392.08
2022-06-10,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32301,reimbursement,97.34
2022-06-10,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,162.63
2022-06-10,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,reimbursement,124.09
2022-06-10,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,17549.87
2022-06-10,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-06-10,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,789.75
2022-06-13,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,600000.00
2022-06-14,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3801.98
2022-06-14,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,2632.50
2022-06-14,Christine Stephenson,2107 High Road,Tallahassee,FL,32303,reimbursement,123.64
2022-06-14,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,3793.00
2022-06-15,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,3989.60
2022-06-22,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,12453.80
2022-06-27,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting/office/events,16283.86
2022-06-27,Four Seasons Hotel,525 N. Ft. Lauderdale Beach Blvd.,Fort Lauderdale,FL,33304,event expense,7580.00
2022-06-27,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3197.02
2022-06-28,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-06-28,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,3750.00
2022-06-28,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,expense reimbursement,172.70
2022-06-28,Chistine Stephenson,2107 High Road,Tallahassee,FL,32303,expense reimbursement,165.92
2022-06-28,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,999.74
2022-06-29,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,9028.70
2022-06-30,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,450000.00
2022-07-01,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,450000.00
2022-07-05,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,272.15
2022-07-06,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,6225.44
2022-07-06,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,36526.00
2022-07-06,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital consulting,4985.91
2022-07-06,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,travel,20648.59
2022-07-06,Deep Root Analytics LLC,"3100 Clarendon Blvd., #900",Arlington,VA,22201,research,11667.00
2022-07-06,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,16576.79
2022-07-06,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,7576.75
2022-07-06,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-07-06,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,150.00
2022-07-06,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,746.56
2022-07-06,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,expense reimbursement,126.47
2022-07-06,Daniel Leyte-Vidal,"1825 Ponce de Leon Blvd., #431",Coral Gables,FL,33134,expense reimbursement,572.45
2022-07-08,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,9773.10
2022-07-12,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,493.75
2022-07-13,"The Pass Group, LLC",610 Westview Avenue,Nashville,TN,37205,fundraising consulting,6844.50
2022-07-13,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,3231.40
2022-07-14,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1000000.00
2022-07-15,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3334.22
2022-07-15,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-07-15,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,23034.64
2022-07-15,"Choice Marketing, Inc.",340 Turner Industrial Way,Aston,PA,19014,fundraising expense,1999.95
2022-07-15,"Salesforce.com, Inc.","415 Mission Street, 3rd Floor",San Francisco,CA,94105,database services,50524.38
2022-07-15,"The Breakers of Palm Beach, Inc.",One South County Road,Palm Beach,FL,33480,event expense,2000.00
2022-07-15,Four Seasons Hotel,525 N. Ft. Lauderdale Beach Blvd.,Fort Lauderdale,FL,33304,event expense,8099.28
2022-07-15,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,168.10
2022-07-15,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,1520.66
2022-07-19,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,438.25
2022-07-20,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,8906.55
2022-07-20,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting/office/events,27379.66
2022-07-26,Friends of Kiyan Michael,526 East Park Avenue,Tallahassee,FL,32301,contribution,50000.00
2022-07-26,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,460.28
2022-07-26,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,17358.40
2022-07-27,McKenzie Engel,2463 Tippecanoe Ridge,Tallahassee,FL,32303,reimbursement,609.14
2022-07-27,Target Print & Mail,2843 Industrial Plaza Drive,Tallahassee,FL,32301,printing,175.34
2022-07-27,Chistine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,expense reimbursement,79.32
2022-07-27,Robert Meyer,"1234 N. Bronough St., Apt. 3",Tallahassee,FL,32301,expense reimbursement,885.51
2022-07-27,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,reimbursement,180.13
2022-07-27,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,33249.81
2022-07-27,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,3869.30
2022-07-27,Jobs and Prosperity for Florida,"2600 S. Douglas Road, #900",Coral Gables,FL,33134,contribution,140000.00
2022-07-27,Al Hernandez Campaign,4030 W. Boy Scout Blvd. Suite 1000,Tampa,FL,33607,contribution,1000.00
2022-07-27,Armor D. Person Campaign,10240 Deal Road N.,Ft. Myers,FL,33917,contribution,1000.00
2022-07-27,Chad Choat Campaign,5708 31st Court E.,Bradenton,FL,34203,contribution,1000.00
2022-07-27,Christy Chong Campaign,27 Zaun Trail,Palm Coast,FL,32164,contribution,1000.00
2022-07-27,Cindy L. Spray Campaign,4407 30th Ave E.,Bradenton,FL,34208,contribution,1000.00
2022-07-27,Richard William Tatem Campaign,6822 Honeysuckle Trail,Bradenton,FL,34202,contribution,1000.00
2022-07-27,Darren Michael Horan Campaign,2224 Seidenberg Ave,Key West,FL,33040,contribution,1000.00
2022-07-27,Erin Leigh Skipper Campaign,4753 Raggedy Point Rd.,Fleming Island,FL,32003,contribution,1000.00
2022-07-27,Jacqueline Rosario Campaign,1325 Scarlet Oak Circle,Vero Beach,FL,32966,contribution,1000.00
2022-07-27,Jamie Michele Haynes Campaign,30 Morning Glory Drive,DeBary,FL,32713,contribution,1000.00
2022-07-27,Jennifer Leigh Russell Campaign,12299 SE Hercules Ave.,Hobe Sound,FL,33455,contribution,1000.00
2022-07-27,Jill Woolbright Campaign,1 Angela Drive,Palm Coast,FL,32164,contribution,1000.00
2022-07-27,Robyn Ann Marinelli Campaign,P.O. Box 5980,Sarasota,FL,34277,contribution,1000.00
2022-07-27,Sam Fisher Campaign,2228 Cape Heather Circle,Cape Coral,FL,33991,contribution,1000.00
2022-07-27,Stephanie Busin Campaign,429 Royal Palm Ave.,Clewiston,FL,33440,contribution,1000.00
2022-07-27,Phil Leary Campaign,6052 Silver Lake Drive,Palatka,FL,32177,contribution,1000.00
2022-07-27,Mildred Russell Campaign,3531 NW 35th Place,Gainesville,FL,32605,contribution,1000.00
2022-07-27,Megan Wright Campaign,5121 Bridge Road,Cocoa,FL,32927,contribution,1000.00
2022-07-27,April Arena Carney Campaign,13815 Admirals Bend Drive,Jacksonville,FL,32225,contribution,1000.00
2022-07-27,Charlotte D. Joyce Campaign,1099 Victory Lake Drive,Jacksonville,FL,32221,contribution,1000.00
2022-07-27,Alysha Marie Legge Campaign,10606 Whispering Hammock Drive,Riverview,FL,33578,contribution,1000.00
2022-07-27,Roberto J. Alonso Campaign,2600 S. Douglas Road Suite 800,Coral Gables,FL,33134,contribution,1000.00
2022-07-27,Monica Collucci Campaign,14200 SW 18th Street,Miami,FL,33175,contribution,1000.00
2022-07-27,Bridget Ziegler Campaign,133 Harbor Drive S.,Venice,FL,34285,contribution,1000.00
2022-07-27,Timothy Enos Campaign,133 Harbor Drive S.,Venice,FL,34285,contribution,1000.00
2022-07-27,Fred Nelson Lowry Campaign,58 Perry Lane,Deltona,FL,32725,contribution,1000.00
2022-07-28,Florida Sunshine Alliance,526 East Park Avenue,Tallahassee,FL,32301,contribution,35000.00
2022-07-28,Florida Federation for Children PAC,"1020 19th Street, N.W., Suite 675",Washington,DC,20036,contribution,23000.00
2022-07-28,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,132823.51
2022-07-28,Patricia Lynn Rendon Campaign,2227 Longmore Circle,Valrico,FL,33596,contribution,1000.00
2022-07-28,Alexandra Suarez Campaign,133 Valois Blvd.,Key Largo,FL,33037,contribution,1000.00
2022-07-28,Stacy Ann Hahn Campaign,1504 S. De Soto Avenue,Tampa,FL,33606,contribution,1000.00
2022-08-01,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,41187.91
2022-08-01,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,72510.02
2022-08-01,"FlexPoint Media, Inc.",P. O. Box 1501,New Albany,OH,43054,media placement,1000000.00
2022-08-01,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,1857.52
2022-08-01,Chistine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,expense reimbursement,90.19
2022-08-01,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32308,expense reimbursement,74.88
2022-08-01,Michael Felici,"2221 Orange Avenue, E., #234",Tallahassee,FL,32311,expense reimbursement,458.13
2022-08-01,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,expense reimbursement,471.64
2022-08-01,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,3750.00
2022-08-02,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,9265.17
2022-08-02,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,1097.78
2022-08-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1000000.00
2022-08-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,30832.46
2022-08-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,36521.36
2022-08-03,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,9806.10
2022-08-05,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,11484.10
2022-08-08,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1000000.00
2022-08-08,The Lukens Company,"2800 Shirlington Road, Suite 900",Arlington,VA,22206,direct mail services,244702.34
2022-08-09,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,335.77
2022-08-09,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,5248.20
2022-08-09,Citizens Alliance for Florida's Future,2055 NW Diamond Creek Pkwy.,Jensen Beach,FL,34957,contribution,25000.00
2022-08-10,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising consulting,10000.00
2022-08-10,Epyon Technologies,315 Beard Street,Tallahassee,FL,32303,IT and web support,7500.00
2022-08-10,"Ello Creative, LLC",2003 Ellicott Drive,Tallahassee,FL,32308,digital consulting,3750.00
2022-08-10,"The Tyson Group, LLC","1400 Village Square, #3-277",Tallahassee,FL,32312,research/data services,40000.00
2022-08-10,Tucker Obenshain,1828 Atlantis Place,Tallahassee,FL,32301,reimbursement,773.83
2022-08-10,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,4763.60
2022-08-10,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,3500000.00
2022-08-15,"Aristotle International, Inc.","205 Pennsylvania Avenue, S.E.",Washington,DC,20003,software,2550.00
2022-08-17,"HMB Strategies, LLC",3167 Andalusia Avenue,Tallahassee,FL,32311,fundraising expense/travel,4187.80
2022-08-17,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,43089.56
2022-08-17,Spectrum Monthly LLC,"95 Eddy Road, Suite 101",Manchester,NH,3102,postage,88359.46
2022-08-17,Richard E. Nolte Campaign,4084 The Fenway,Mulberry,FL,33860,contribution,1000.00
2022-08-17,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1000000.00
2022-08-17,The Lukens Company,"2800 Shirlington Road, Suite 900",Arlington,VA,22206,direct mail services,4806.86
2022-08-17,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,6174.60
2022-08-17,Tucker Obenshain,1828 Atlantis Place,Tallahassee,FL,32301,reimbursement,130.29
2022-08-17,Chistine Stephenson,"900 Riggins Road, #437",Tallahassee,FL,32308,expense reimbursement,53.86
2022-08-17,Dana Mehanna,1641 Crosspointe Way,Tallahassee,FL,32308,expense reimbursement,179.71
2022-08-18,Jobs and Prosperity for Florida,"2600 S. Douglas Road, #900",Coral Gables,FL,33134,contribution,10000.00
2022-08-19,Sahib Shriners,600 N. Beneva Road,Sarasota,FL,34232,venue rental,2541.25
2022-08-22,Riley Nieporte,"901 Riggins Road, Apt. 131",Tallahassee,FL,32308,reimbursement,42.16
2022-08-22,Nicole Butler,"300 S. Duval Street, Apt. 1709",Tallahassee,FL,32301,reimbursement,186.56
2022-08-22,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,10081.44
2022-08-22,Robert Watkins & Company,610 S. Boulevard,Tampa,FL,33606,accounting services,32726.12
2022-08-22,"The Breakers of Palm Beach, Inc.",One South County Road,Palm Beach,FL,33480,event expense,7274.13
2022-08-22,Dickinson Wright PLLC,"1825 Eye Street, N.W., Suite 900",Washington,DC,20006,legal fees,205.50
2022-08-22,The Lukens Company,"2800 Shirlington Road, Suite 900",Arlington,VA,22206,direct mail services,245703.80
2022-08-22,DCE Productions,"5415 W. Slight Avenue, #102",Tampa,FL,33634,event production,44000.00
2022-08-23,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,6922.73
2022-08-23,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,807.63
2022-08-24,"CS Strategies, LLC","1401 H Street, NW #900",Washington,DC,20005,political consulting,9500.00
2022-08-25,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,3000000.00
2022-08-25,Sahib Shriners,600 N. Beneva Road,Sarasota,FL,34232,venue rental,2541.25
2022-08-25,Daniel Leyte-Vidal,"1825 Ponce de Leon Blvd., #431",Coral Gables,FL,33134,reimbursement,312.98
2022-08-29,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,1500000.00
2022-08-29,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,975.00
2022-08-30,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,273.10
2022-08-31,"Shutts & Bowen, LLP",P. O. Box 919770,Orlando,FL,32891,legal fees,12107.50
2022-08-31,Michael Hopkins Photography,783 SW 119th Way,Davie,FL,33325,photography,2587.32
2022-08-31,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,4000000.00
2022-08-31,"Election Connections.com, Inc.",P. O. Box 10866,Tallahassee,FL,32302,messaging services,170415.78
2022-08-31,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,5326.22
2022-09-02,Florida Rep. Senatorial Campaign Comm.,2640-A Mahan Drive,Tallahassee,FL,32308,contribution,2500000.00
2022-09-06,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,263.96
2022-09-07,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,2000000.00
2022-09-07,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,transportation,17091.00
2022-09-07,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,fundraising expense,34875.41
2022-09-07,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,digital/political consulting,17000.96
2022-09-07,Republican Party of Florida,420 E. Jefferson Street,Tallahassee,FL,32301,contribution,2500000.00
2022-09-07,Anedot,"1340 Poydras Street, #1770",New Orleans,LA,70112,credit card fees,12592.77
2022-09-13,"WinRed Technical Services, LLC","1776 Wilson Blvd., #530",Arlington,VA,22209,processing fees,412.84
